"target","model","parametr","estimate","std_error","statistic","p_value"
"wind_speed_10m_next_event","GLMM RSI miesiac","(Intercept)",-9.36986048440291,0.158069044681845,-59.277010899017,0
"wind_speed_10m_next_event","GLMM RSI miesiac","wind_speed_10m_z",8.78731947143679,0.191148362369765,45.971199347438,0
"wind_speed_10m_next_event","GLMM RSI miesiac","wind_speed_100m_z",1.08481387004811,0.109743648445346,9.88498091156837,4.83673974440373e-23
"wind_speed_10m_next_event","GLMM RSI miesiac","wind_gusts_10m_z",-1.01660988791569,0.0684523142289033,-14.8513589258088,6.81725825318861e-50
"wind_speed_10m_next_event","GLMM RSI miesiac","wind_dir_sin_z",-0.0124028773112012,0.0167964474051145,-0.738422656413914,0.460257651010339
"wind_speed_10m_next_event","GLMM RSI miesiac","wind_dir_cos_z",-0.0679310530388339,0.0181483349665811,-3.74310112547098,0.000181763035034884
"wind_speed_10m_next_event","GLMM RSI miesiac","temperature_2m_z",-0.54539941545872,0.50889374338923,-1.07173535250475,0.283838917209208
"wind_speed_10m_next_event","GLMM RSI miesiac","relative_humidity_2m_z",0.378845180697921,0.114865910809645,3.2981515405884,0.000973235940947333
"wind_speed_10m_next_event","GLMM RSI miesiac","dew_point_2m_z",-1.27172974483813,0.369429664896592,-3.4424137141074,0.000576547761755482
"wind_speed_10m_next_event","GLMM RSI miesiac","apparent_temperature_z",1.67127010243088,0.486257795868555,3.43700423238593,0.000588186412390827
"wind_speed_10m_next_event","GLMM RSI miesiac","precipitation_z",0.0535865685338692,0.013577061764763,3.94684575074587,7.91875369381531e-05
"wind_speed_10m_next_event","GLMM RSI miesiac","cloud_cover_z",0.0994679650621585,0.0184398644016315,5.3941809384107,6.88368258461278e-08
"wind_speed_10m_next_event","GLMM RSI miesiac","pressure_msl_z",-0.0478749730436358,0.0154150133283992,-3.10573672715776,0.00189805624769681
"wind_speed_10m_next_event","GLMM RSI miesiac","shortwave_radiation_z",0.14773857702577,0.0337080910929567,4.38288174249772,1.17119694831283e-05
"wind_speed_10m_next_event","GLMM RSI miesiac","is_day_z",0.0335159036053017,0.0293986054849303,1.14005079671149,0.254265139036916
"wind_speed_10m_next_event","GLMM RSI miesiac","sin_dzien_z",-0.140656813434565,0.0275619525964801,-5.10329639898328,3.33787592614595e-07
"wind_speed_10m_next_event","GLMM RSI miesiac","cos_dzien_z",-0.0926833221402472,0.0533823200458154,-1.73621757279754,0.0825253712340712
"wind_speed_10m_next_event","GLMM RSI miesiac","sin_godzina_z",0.191506714085071,0.0151419801606659,12.6474022586917,1.15635329719514e-36
"wind_speed_10m_next_event","GLMM RSI miesiac","cos_godzina_z",-0.114315185114276,0.0320696939182705,-3.56458609819,0.000364430813746947
"wind_speed_10m_next_event","GLMM RSI miesiac","polrocze_cieple_z",0.0654428570992351,0.041714759015093,1.56881781518999,0.116690396053485
