"target","model","parametr","estimate","std_error","statistic","p_value"
"wind_speed_10m_next_event","GLMM RIFS sezon","(Intercept)",-9.42480771630942,0.0735534171233368,-128.1355521594,0
"wind_speed_10m_next_event","GLMM RIFS sezon","wind_speed_10m_z",8.86849865235842,0.142966660581614,62.0319353916485,0
"wind_speed_10m_next_event","GLMM RIFS sezon","wind_speed_100m_z",1.06123028761485,0.108445214207668,9.78586556694556,1.29482595387897e-22
"wind_speed_10m_next_event","GLMM RIFS sezon","wind_gusts_10m_z",-1.02237045055797,0.0684851752820272,-14.9283468480262,2.15543736585523e-50
"wind_speed_10m_next_event","GLMM RIFS sezon","wind_dir_sin_z",-0.00995017360615708,0.0167019474063998,-0.59574930779296,0.55134271296953
"wind_speed_10m_next_event","GLMM RIFS sezon","wind_dir_cos_z",-0.0672265688107449,0.0180735406424704,-3.71961256184477,0.000199528611458945
"wind_speed_10m_next_event","GLMM RIFS sezon","temperature_2m_z",-0.654231777047079,0.500507506520252,-1.30713679320334,0.191166257368447
"wind_speed_10m_next_event","GLMM RIFS sezon","relative_humidity_2m_z",0.330275861403505,0.114875091511986,2.8750868187038,0.00403916416550669
"wind_speed_10m_next_event","GLMM RIFS sezon","dew_point_2m_z",-1.13173636594566,0.369085043483729,-3.06632952466293,0.00216704342740591
"wind_speed_10m_next_event","GLMM RIFS sezon","apparent_temperature_z",1.6589968558613,0.465150995734029,3.56657702783873,0.000361674534670426
"wind_speed_10m_next_event","GLMM RIFS sezon","precipitation_z",0.0554548997949081,0.0136909232613492,4.05048649651426,5.11112592200007e-05
"wind_speed_10m_next_event","GLMM RIFS sezon","cloud_cover_z",0.0975295479498758,0.0184615529004297,5.28284638220253,1.27192040996601e-07
"wind_speed_10m_next_event","GLMM RIFS sezon","pressure_msl_z",-0.0469792954509366,0.0152922399596524,-3.0721003315988,0.00212558266924614
"wind_speed_10m_next_event","GLMM RIFS sezon","shortwave_radiation_z",0.135851538213377,0.0334592874390641,4.06020416486122,4.90298242769966e-05
"wind_speed_10m_next_event","GLMM RIFS sezon","is_day_z",0.0361599561791106,0.0292451550490682,1.23644262163906,0.216294081458723
"wind_speed_10m_next_event","GLMM RIFS sezon","sin_dzien_z",-0.118866100573052,0.0242514481702512,-4.90140216528855,9.51550345786381e-07
"wind_speed_10m_next_event","GLMM RIFS sezon","cos_dzien_z",-0.141953836215611,0.0469654617910607,-3.02251549973327,0.00250683244610586
"wind_speed_10m_next_event","GLMM RIFS sezon","sin_godzina_z",0.193204553939054,0.0151006494631772,12.7944532723696,1.76087328322793e-37
"wind_speed_10m_next_event","GLMM RIFS sezon","cos_godzina_z",-0.110993664722105,0.031709894050031,-3.5002849440929,0.000464761074432952
"wind_speed_10m_next_event","GLMM RIFS sezon","polrocze_cieple_z",0.0322166357462807,0.0330133024091855,0.97586831353524,0.329129726255448
