"target","model","parametr","estimate","std_error","statistic","p_value"
"wind_speed_10m_next_event","GLMM RIFS miesiac","(Intercept)",-9.42088112148209,0.0748945620777294,-125.788586782905,0
"wind_speed_10m_next_event","GLMM RIFS miesiac","wind_speed_10m_z",8.88600256133637,0.146182781064087,60.786930558126,0
"wind_speed_10m_next_event","GLMM RIFS miesiac","wind_speed_100m_z",1.06601604542264,0.109336525584035,9.74986208614533,1.8471904327402e-22
"wind_speed_10m_next_event","GLMM RIFS miesiac","wind_gusts_10m_z",-1.02380747612953,0.0685057093253922,-14.9448489215197,1.68272365174779e-50
"wind_speed_10m_next_event","GLMM RIFS miesiac","wind_dir_sin_z",-0.0118795563294764,0.0168344442092593,-0.705669648597151,0.480393600086137
"wind_speed_10m_next_event","GLMM RIFS miesiac","wind_dir_cos_z",-0.0668332508179236,0.0180897248802824,-3.69454213705434,0.000220283363159338
"wind_speed_10m_next_event","GLMM RIFS miesiac","temperature_2m_z",-0.731715406341475,0.509089071178779,-1.43730330852951,0.150631829176868
"wind_speed_10m_next_event","GLMM RIFS miesiac","relative_humidity_2m_z",0.353291347627309,0.115252677491461,3.06536347195477,0.00217405610779471
"wind_speed_10m_next_event","GLMM RIFS miesiac","dew_point_2m_z",-1.2157441335713,0.371572998484659,-3.27188503612836,0.00106833007901407
"wind_speed_10m_next_event","GLMM RIFS miesiac","apparent_temperature_z",1.82967642913173,0.487029707006403,3.7568066235181,0.000172095375989059
"wind_speed_10m_next_event","GLMM RIFS miesiac","precipitation_z",0.0552840888957659,0.0136930594534187,4.03738033007397,5.40514013508951e-05
"wind_speed_10m_next_event","GLMM RIFS miesiac","cloud_cover_z",0.0986784399511427,0.0184802405740868,5.33967290931866,9.31144246870598e-08
"wind_speed_10m_next_event","GLMM RIFS miesiac","pressure_msl_z",-0.0474386234052181,0.0153014110558141,-3.10027769544776,0.00193339284562675
"wind_speed_10m_next_event","GLMM RIFS miesiac","shortwave_radiation_z",0.139534626427083,0.0337983371967105,4.12844648584261,3.65222414216036e-05
"wind_speed_10m_next_event","GLMM RIFS miesiac","is_day_z",0.0356460874151823,0.0292560089842248,1.21841934880465,0.223064656006267
"wind_speed_10m_next_event","GLMM RIFS miesiac","sin_dzien_z",-0.116953591800365,0.0284612879556117,-4.10921641995844,3.97003893480394e-05
"wind_speed_10m_next_event","GLMM RIFS miesiac","cos_dzien_z",-0.118356162514717,0.0555079455017175,-2.13223821283487,0.0329872685429667
"wind_speed_10m_next_event","GLMM RIFS miesiac","sin_godzina_z",0.192645558641108,0.0151040237938228,12.7545852198601,2.93935113029757e-37
"wind_speed_10m_next_event","GLMM RIFS miesiac","cos_godzina_z",-0.110932895759624,0.0317209159805915,-3.49715297715547,0.000470252086356232
"wind_speed_10m_next_event","GLMM RIFS miesiac","polrocze_cieple_z",0.0498553932080625,0.0443891576837843,1.12314348389348,0.261376560752416
