"target","model","parametr","estimate","std_error","statistic","p_value"
"wind_speed_10m_next_event","GLM full","(Intercept)",-9.42480786143918,0.073564640689059,-128.116004824596,0
"wind_speed_10m_next_event","GLM full","wind_speed_10m_z",8.86849879501391,0.142977696883486,62.0271482078839,0
"wind_speed_10m_next_event","GLM full","wind_speed_100m_z",1.06123030385697,0.108450946251589,9.78534849659208,1.30146157930665e-22
"wind_speed_10m_next_event","GLM full","wind_gusts_10m_z",-1.02237046841784,0.0684887851209375,-14.9275602803077,2.18100925709462e-50
"wind_speed_10m_next_event","GLM full","wind_dir_sin_z",-0.00995017424696898,0.0167028116300778,-0.595718521368648,0.55136328295552
"wind_speed_10m_next_event","GLM full","wind_dir_cos_z",-0.0672265697041691,0.0180744710834196,-3.71942113237486,0.000199679883618464
"wind_speed_10m_next_event","GLM full","temperature_2m_z",-0.654231809676591,0.500533552323162,-1.30706884012082,0.191189332771904
"wind_speed_10m_next_event","GLM full","relative_humidity_2m_z",0.33027586434716,0.114880922381872,2.87494091707672,0.00404103108340977
"wind_speed_10m_next_event","GLM full","dew_point_2m_z",-1.13173638310203,0.369103860355153,-3.06617325002526,0.00216817643402932
"wind_speed_10m_next_event","GLM full","apparent_temperature_z",1.65899690647986,0.465175984126366,3.56638554674221,0.000361938774899768
"wind_speed_10m_next_event","GLM full","precipitation_z",0.0554549007698584,0.0136916972074546,4.0502576071917,5.11612803571906e-05
"wind_speed_10m_next_event","GLM full","cloud_cover_z",0.0975295495992006,0.0184624994346081,5.28257563092356,1.27380221590525e-07
"wind_speed_10m_next_event","GLM full","pressure_msl_z",-0.0469792958900569,0.0152930314641057,-3.0719413610259,0.00212671499275609
"wind_speed_10m_next_event","GLM full","shortwave_radiation_z",0.135851539019346,0.0334609962538513,4.05999683896769,4.90733802928887e-05
"wind_speed_10m_next_event","GLM full","is_day_z",0.0361599569400006,0.0292466478128851,1.23637953899352,0.216317518041505
"wind_speed_10m_next_event","GLM full","sin_dzien_z",-0.118866099675293,0.0242527077493716,-4.90114757097063,9.52784502223998e-07
"wind_speed_10m_next_event","GLM full","cos_dzien_z",-0.141953841581251,0.0469678896172284,-3.02235937654693,0.00250812586623583
"wind_speed_10m_next_event","GLM full","sin_godzina_z",0.19320455696237,0.0151014333401858,12.7937893450313,1.775985560525e-37
"wind_speed_10m_next_event","GLM full","cos_godzina_z",-0.11099366675898,0.0317115200544483,-3.50010553163031,0.000465074000828602
"wind_speed_10m_next_event","GLM full","polrocze_cieple_z",0.0322166335691974,0.033014972957312,0.975818868937231,0.329154232454319
