"datetime","rzeczywiste","Model_zerowy","GLM_full","Drzewo_duze","Drzewo_minimum_CV","Drzewo_1SE","Bagging","Las_losowy","MARS_degree_1","MARS_degree_2"
2025-01-01 01:00:00,0,0.144232740980545,0.00276816985111809,0.0165799093509261,0.0165799093509261,0.0165799093509261,0.0115166666666667,0.0120388888888889,0.005342720800912,0.00524764168477225
2025-01-01 02:00:00,0,0.144232740980545,0.303778601393757,0.0165799093509261,0.0165799093509261,0.0165799093509261,0.296763492063492,0.297313492063492,0.274877417642429,0.278860223725438
2025-01-01 03:00:00,0,0.144232740980545,0.355524551999798,0.0165799093509261,0.0165799093509261,0.0165799093509261,0.260250793650794,0.346934126984127,0.318662915403822,0.302801141588679
2025-01-01 04:00:00,1,0.144232740980545,0.391626512627504,0.0165799093509261,0.0165799093509261,0.0165799093509261,0.208860317460317,0.32015,0.341891306505799,0.330134024567744
2025-01-01 05:00:00,1,0.144232740980545,0.717180492098015,0.709340148698885,0.709340148698885,0.901627442676508,0.733680952380952,0.801140476190476,0.6705606318657,0.684778912509531
2025-01-01 06:00:00,1,0.144232740980545,0.891055741804505,0.968231046931408,0.968231046931408,0.901627442676508,0.740288095238095,0.885060317460318,0.877747968912952,0.857660539744507
2025-01-01 07:00:00,1,0.144232740980545,0.964431387299557,0.968231046931408,0.968231046931408,0.901627442676508,0.908596825396825,0.967020634920635,0.950549387664637,0.939336540801848
2025-01-01 08:00:00,1,0.144232740980545,0.996654722438119,0.968231046931408,0.968231046931408,0.901627442676508,0.9975,0.998476190476191,0.989488422392655,0.989783446935733
2025-01-01 09:00:00,1,0.144232740980545,0.999874800991369,0.968231046931408,0.968231046931408,0.901627442676508,0.9984,0.996166666666667,0.997881241770489,0.999039750335058
2025-01-01 10:00:00,1,0.144232740980545,0.999937200501424,0.968231046931408,0.968231046931408,0.901627442676508,1,0.999555555555556,0.998592942815991,0.999287213244518
2025-01-01 11:00:00,1,0.144232740980545,0.999932142534209,0.968231046931408,0.968231046931408,0.901627442676508,1,0.999492063492064,0.998592942815991,0.999190142042932
2025-01-01 12:00:00,1,0.144232740980545,0.999971226479138,0.968231046931408,0.968231046931408,0.901627442676508,0.993636507936508,0.996877777777778,0.999107373976802,0.999531703836813
2025-01-01 13:00:00,1,0.144232740980545,0.999987376036296,0.968231046931408,0.968231046931408,0.901627442676508,1,0.999177777777778,0.999379852112558,0.999733943702673
2025-01-01 14:00:00,1,0.144232740980545,0.999782388080189,0.968231046931408,0.968231046931408,0.901627442676508,0.974956349206349,0.9891,0.997571677205317,0.99866813043333
2025-01-01 15:00:00,1,0.144232740980545,0.999816744530207,0.968231046931408,0.968231046931408,0.901627442676508,0.995066666666667,0.9975,0.997975416005962,0.998386550309169
2025-01-01 16:00:00,1,0.144232740980545,0.999956133457481,0.968231046931408,0.968231046931408,0.901627442676508,1,1,0.998929125921972,0.999644733853551
2025-01-01 17:00:00,1,0.144232740980545,0.999933104864295,0.968231046931408,0.968231046931408,0.901627442676508,1,0.995619047619048,0.998772475812943,0.999494853134573
2025-01-01 18:00:00,1,0.144232740980545,0.999980576388767,0.968231046931408,0.968231046931408,0.901627442676508,1,0.994761904761905,0.999350963229605,0.999777553860832
2025-01-01 19:00:00,1,0.144232740980545,0.999997749421993,0.968231046931408,0.968231046931408,0.901627442676508,1,0.999333333333333,0.999761689690552,0.999944541941881
2025-01-01 20:00:00,1,0.144232740980545,0.999999369706566,0.968231046931408,0.968231046931408,0.901627442676508,1,0.999333333333333,0.999868185419715,0.999966690159211
2025-01-01 21:00:00,1,0.144232740980545,0.999999761478091,0.968231046931408,0.968231046931408,0.901627442676508,1,0.996666666666667,0.999920139218941,0.999968507781961
2025-01-01 22:00:00,1,0.144232740980545,0.99991712045594,0.968231046931408,0.968231046931408,0.901627442676508,1,0.995155555555556,0.999107373976802,0.996971081397193
2025-01-01 23:00:00,1,0.144232740980545,0.999994816566909,0.968231046931408,0.968231046931408,0.901627442676508,1,0.996888888888889,0.999672199156021,0.999810945880662
2025-01-02,1,0.144232740980545,0.998770385235019,0.968231046931408,0.968231046931408,0.901627442676508,0.990566666666667,0.994209523809524,0.996662536281553,0.986964432837652
2025-01-02 01:00:00,0,0.144232740980545,0.987545063518608,0.968231046931408,0.968231046931408,0.901627442676508,0.954100793650794,0.974202380952381,0.986017481602001,0.965818614853931
2025-01-02 02:00:00,1,0.144232740980545,0.212896858706073,0.0165799093509261,0.0165799093509261,0.0165799093509261,0.441020634920635,0.449447619047619,0.183135655590569,0.17456958276515
2025-01-02 03:00:00,1,0.144232740980545,0.812495058442414,0.709340148698885,0.709340148698885,0.901627442676508,0.497403174603175,0.638238888888889,0.646953745754398,0.77939318555523
2025-01-02 04:00:00,0,0.144232740980545,0.816755666956688,0.709340148698885,0.709340148698885,0.901627442676508,0.587540476190477,0.681723809523809,0.693337240960668,0.771420989933194
2025-01-02 05:00:00,0,0.144232740980545,0.345423470987112,0.0165799093509261,0.0165799093509261,0.0165799093509261,0.407904761904762,0.461997619047619,0.199375862699723,0.26573621810475
2025-01-02 06:00:00,0,0.144232740980545,0.109406330419512,0.0165799093509261,0.0165799093509261,0.0165799093509261,0.380740476190476,0.271685714285714,0.0597599881547513,0.062954851784961
2025-01-02 07:00:00,0,0.144232740980545,0.00768681972309028,0.0165799093509261,0.0165799093509261,0.0165799093509261,0.0823904761904762,0.0617611111111111,0.00894328223843835,0.00861619375061511
2025-01-02 08:00:00,0,0.144232740980545,0.199572781334783,0.0165799093509261,0.0165799093509261,0.0165799093509261,0.265846825396825,0.21206746031746,0.140591708525281,0.113216415093457
2025-01-02 09:00:00,0,0.144232740980545,0.0919688268049322,0.0165799093509261,0.0165799093509261,0.0165799093509261,0.168506349206349,0.135790476190476,0.0597599881547513,0.0525682412805044
2025-01-02 10:00:00,0,0.144232740980545,0.191226968899256,0.0165799093509261,0.0165799093509261,0.0165799093509261,0.225430952380952,0.197256349206349,0.153769372384502,0.130913023566267
2025-01-02 11:00:00,1,0.144232740980545,0.0937993005863891,0.0165799093509261,0.0165799093509261,0.0165799093509261,0.344966666666667,0.257256349206349,0.128372026287525,0.0751427306813767
2025-01-02 12:00:00,1,0.144232740980545,0.996354601433275,0.968231046931408,0.968231046931408,0.901627442676508,0.990384126984127,0.983535714285714,0.993411351311443,0.988864065400825
2025-01-02 13:00:00,0,0.144232740980545,0.278643084362547,0.426146010186757,0.451007644197359,0.901627442676508,0.564357142857143,0.470633333333334,0.520100491841476,0.252165962156145
2025-01-02 14:00:00,0,0.144232740980545,0.000475381247385531,0.0165799093509261,0.0165799093509261,0.0165799093509261,0.0449023809523809,0.0617071428571429,0.00274922235734013,0.00257983456277154
2025-01-02 15:00:00,0,0.144232740980545,0.00198457039737489,0.0165799093509261,0.0165799093509261,0.0165799093509261,0.0243301587301587,0.0183325396825397,0.00397749762054826,0.00387763391040317
2025-01-02 16:00:00,0,0.144232740980545,9.01955976301677e-05,0.0165799093509261,0.0165799093509261,0.0165799093509261,0.00555,0.00483968253968254,0.0011700993612637,0.00113649636648058
2025-01-02 17:00:00,0,0.144232740980545,2.65791571057004e-06,0.0165799093509261,0.0165799093509261,0.0165799093509261,0,4e-04,0.000325885560056257,0.000327629877249719
