"target","model","typ_modelu","liczba_predyktorow","parametry","prog_decyzyjny","AUC_train","Brier_train","LogLoss_train","accuracy_train","sensitivity_train","specificity_train","precision_train","F1_train","AUC_test","Brier_test","LogLoss_test","accuracy_test","sensitivity_test","specificity_test","precision_test","F1_test","TP_test","TN_test","FP_test","FN_test"
"wind_gusts_10m_next_event","Las losowy","ranger",19,"mtry = 4, ntree = 500, threads = 14",0.35,NA,0.00521142010603795,0.0233295435809316,0.995257396410979,0.999150622876557,0.994548146008593,0.970919195531956,0.984832628685448,0.993319911858974,0.0170347947060896,0.060442206150931,0.981158344161871,0.86328125,0.993538461538462,0.933474128827878,0.897006595636733,884,9687,63,140
"wind_gusts_10m_next_event","GLM full","regresja logistyczna",19,"pelny model logistyczny",0.19,NA,0.0178467177364495,0.062637196900156,0.963555687415739,0.967751981879955,0.962791225455052,0.825727744896727,0.891116470051489,0.992387720352564,0.018100565849184,0.0669557052940975,0.975310933729348,0.91015625,0.982153846153846,0.842676311030741,0.875117370892019,932,9576,174,92
"wind_gusts_10m_next_event","Bagging","ranger",19,"mtry = 19, ntree = 500, threads = 14",0.37,NA,0.00444094375868615,0.0202531536458292,0.996719008372637,0.999546998867497,0.996203817845151,0.979578246392897,0.989461883408072,0.991620993589744,0.0175344609600393,0.0716440051944922,0.979302023389642,0.8447265625,0.993435897435897,0.931108719052745,0.885816692268305,865,9686,64,159
"wind_gusts_10m_next_event","MARS degree = 1","MARS",19,"degree = 1, nk = 60",0.13,NA,0.0189698794500563,0.0651239307080309,0.957403828114433,0.969139297848245,0.955265913275806,0.797846304454234,0.875190161461463,0.991467998798077,0.0199819629807326,0.070013914016541,0.970577315760163,0.9091796875,0.977025641025641,0.806060606060606,0.854520422212024,931,9526,224,93
"wind_gusts_10m_next_event","MARS degree = 2","MARS",19,"degree = 2, nk = 60",0.15,NA,0.0184358306143149,0.0637918958191868,0.961252012443335,0.964184597961495,0.960717767267213,0.817235007559214,0.884648855060981,0.990774188701923,0.0202430109100873,0.069986944453256,0.976888806385743,0.8974609375,0.985230769230769,0.864534336782691,0.880689985625299,919,9606,144,105
"wind_gusts_10m_next_event","Drzewo duze","drzewo klasyfikacyjne",19,"rpart, cp = 0.0005, xval = 10",0.05,NA,0.0192387598233811,0.0778394177902134,0.953808698990833,0.97004530011325,0.950850788378318,0.782398209677788,0.866175373841817,0.967344951923077,0.0189297194237264,0.0758730868726012,0.958604046779283,0.943359375,0.960205128205128,0.713441654357459,0.812447434819176,966,9362,388,58
"wind_gusts_10m_next_event","Drzewo minimum CV","drzewo klasyfikacyjne",19,"cp = 5e-04",0.05,NA,0.0192387598233811,0.0778394177902134,0.953808698990833,0.97004530011325,0.950850788378318,0.782398209677788,0.866175373841817,0.967344951923077,0.0189297194237264,0.0758730868726012,0.958604046779283,0.943359375,0.960205128205128,0.713441654357459,0.812447434819176,966,9362,388,58
"wind_gusts_10m_next_event","Drzewo 1SE","drzewo klasyfikacyjne",19,"cp = 0.0011608",0.05,NA,0.0194488017209537,0.078280694749613,0.953808698990833,0.97004530011325,0.950850788378318,0.782398209677788,0.866175373841817,0.967276141826923,0.0193926478555589,0.0769081214886806,0.958604046779283,0.943359375,0.960205128205128,0.713441654357459,0.812447434819176,966,9362,388,58
"wind_gusts_10m_next_event","Model zerowy","bazowy",0,"udzial klasy pozytywnej w zbiorze treningowym",0.05,NA,0.130354500256842,0.429758743355115,0.154101893987321,1,0,0.154101893987321,0.267050760058824,0.5,0.089498212471334,0.329195213548949,0.0950436235381474,1,0,0.0950436235381474,0.173588743854891,1024,0,9750,0
