"target","metoda","kryterium","liczba_zmiennych","wartosc_kryterium","zmienne"
"wind_gusts_10m_next","exhaustive","BIC",15,-806551.259482379,"wind_speed_10m, wind_speed_100m, wind_gusts_10m, wind_dir_cos, relative_humidity_2m, dew_point_2m, apparent_temperature, precipitation, cloud_cover, pressure_msl, shortwave_radiation, is_day, sin_dzien, sin_godzina, cos_godzina"
"wind_gusts_10m_next","exhaustive","Cp",17,16.0470803088101,"wind_speed_10m, wind_speed_100m, wind_gusts_10m, wind_dir_cos, relative_humidity_2m, dew_point_2m, apparent_temperature, precipitation, cloud_cover, pressure_msl, shortwave_radiation, is_day, sin_dzien, cos_dzien, sin_godzina, cos_godzina, polrocze_cieple"
"wind_gusts_10m_next","exhaustive","Adjusted R2",17,0.970396850619252,"wind_speed_10m, wind_speed_100m, wind_gusts_10m, wind_dir_cos, relative_humidity_2m, dew_point_2m, apparent_temperature, precipitation, cloud_cover, pressure_msl, shortwave_radiation, is_day, sin_dzien, cos_dzien, sin_godzina, cos_godzina, polrocze_cieple"
