"target","n_total","n_train","n_test","liczba_klasy_1_train","liczba_klasy_0_train","udzial_klasy_1_train","liczba_klasy_1_test","liczba_klasy_0_test","udzial_klasy_1_test"
"wind_speed_10m_next_event",239973,229199,10774,33058,196141,0.144232740980545,503,10271,0.0466864674215704
