"target","model","wariant","CP","liczba_lisci","glebokosc","prog_decyzyjny","AUC_train","Brier_train","LogLoss_train","Accuracy_train","Sensitivity_train","Specificity_train","Precision_train","F1_train","AUC_test","Brier_test","LogLoss_test","Accuracy_test","Sensitivity_test","Specificity_test","Precision_test","F1_test","TP_test","TN_test","FP_test","FN_test"
"wind_speed_10m_next_event","Drzewo CV min","przyciete minimum CV","0.000173936717284772",31,10,0.05,NA,0.0208577005589765,0.0830400771040204,0.957909938525037,0.965152156815294,0.956689320437848,0.789732927402787,0.868675043221389,0.952629757430492,0.013725447570599,0.0570166886865928,0.971969556339335,0.914512922465209,0.974783370655243,0.639777468706537,0.752864157119476,460,10012,259,43
"wind_gusts_10m_next_event","Drzewo duze","nieprzyciete","1e-04",70,10,0.15,NA,0.0173945032430201,0.0704297564432882,0.969550477968927,0.95118912797282,0.972895465728625,0.86473964634115,0.905906621186178,0.968028044871795,0.0185354729923578,0.0739726444396317,0.972340820493781,0.8994140625,0.98,0.825268817204301,0.860747663551402,921,9555,195,103
