"target","model","wariant","CP","liczba_lisci","glebokosc","MSE_train","RMSE_train","MAE_train","R2_train","MSE_test","RMSE_test","MAE_test","R2_test"
"wind_speed_10m_next","Drzewo 1SE","przyciete regula 1SE","0.000124833569307864",33,6,3.44460185948323,1.85596386265553,1.34730181287097,0.954446699528572,4.07286093972288,2.01813303320739,1.45832923459558,0.920956722540302
"wind_gusts_10m_next","Drzewo 1SE","przyciete regula 1SE","0.000111209142077054",62,7,7.49856747213539,2.73835123242717,1.97100706383793,0.963066508459246,10.0035126270017,3.16283300649934,2.24829039326802,0.940617464399434
