"target","model","wariant","CP","liczba_lisci","glebokosc","prog_decyzyjny","AUC_train","Brier_train","LogLoss_train","Accuracy_train","Sensitivity_train","Specificity_train","Precision_train","F1_train","AUC_test","Brier_test","LogLoss_test","Accuracy_test","Sensitivity_test","Specificity_test","Precision_test","F1_test","TP_test","TN_test","FP_test","FN_test"
"wind_gusts_10m_next_event","Drzewo 1SE","przyciete regula 1SE","0.000311438278595697",22,8,0.16,NA,0.0187814240161319,0.07668883331701,0.967613296742132,0.950764439411099,0.970682745423692,0.855240035655164,0.900475967017497,0.967643629807692,0.0185297767395816,0.074992398568544,0.969649155374049,0.9033203125,0.976615384615385,0.80225498699046,0.849793293523197,925,9522,228,99
