"target","model","wariant","CP","liczba_lisci","glebokosc","prog_decyzyjny","AUC_train","Brier_train","LogLoss_train","Accuracy_train","Sensitivity_train","Specificity_train","Precision_train","F1_train","AUC_test","Brier_test","LogLoss_test","Accuracy_test","Sensitivity_test","Specificity_test","Precision_test","F1_test","TP_test","TN_test","FP_test","FN_test"
"wind_speed_10m_next_event","Drzewo CV min","przyciete minimum CV","0.000173936717284772",31,10,0.05,NA,0.0208577005589765,0.0830400771040204,0.957909938525037,0.965152156815294,0.956689320437848,0.789732927402787,0.868675043221389,0.952629757430492,0.013725447570599,0.0570166886865928,0.971969556339335,0.914512922465209,0.974783370655243,0.639777468706537,0.752864157119476,460,10012,259,43
"wind_gusts_10m_next_event","Drzewo 1SE","przyciete regula 1SE","0.000311438278595697",22,8,0.16,NA,0.0187814240161319,0.07668883331701,0.967613296742132,0.950764439411099,0.970682745423692,0.855240035655164,0.900475967017497,0.967643629807692,0.0185297767395816,0.074992398568544,0.969649155374049,0.9033203125,0.976615384615385,0.80225498699046,0.849793293523197,925,9522,228,99
