"target","n_total","n_train","n_test","liczba_klasy_1_train","liczba_klasy_0_train","udzial_klasy_1_train","liczba_klasy_1_test","liczba_klasy_0_test","udzial_klasy_1_test"
"wind_gusts_10m_next_event",239973,229199,10774,35320,193879,0.154101893987321,1024,9750,0.0950436235381474
