"target","model","wariant","CP","liczba_lisci","glebokosc","MSE_train","RMSE_train","MAE_train","R2_train","MSE_test","RMSE_test","MAE_test","R2_test"
"wind_speed_10m_next","Drzewo 1SE","przyciete regula 1SE","0.000124833569307864",33,6,3.44460185948323,1.85596386265553,1.34730181287097,0.954446699528572,4.07286093972288,2.01813303320739,1.45832923459558,0.920956722540302
"wind_speed_10m_next","Drzewo duze","nieprzyciete","1e-04",36,6,3.41775459873432,1.84871701423834,1.34220063666558,0.954801742400178,4.07489869585458,2.01863783177037,1.45904519053818,0.920917175174041
"wind_speed_10m_next","Drzewo CV min","przyciete minimum CV","1e-04",36,6,3.41775459873432,1.84871701423834,1.34220063666558,0.954801742400178,4.07489869585458,2.01863783177037,1.45904519053818,0.920917175174041
"wind_speed_10m_next","Model zerowy","bazowy","nie dotyczy",0,0,75.6169547285335,8.69580098257392,6.91165054054196,0,65.008956470672,8.06281318589685,6.72373932865314,-0.261649012751811
