"target","model","wariant","CP","liczba_lisci","glebokosc","MSE_train","RMSE_train","MAE_train","R2_train","MSE_test","RMSE_test","MAE_test","R2_test"
"wind_gusts_10m_next","Drzewo duze","nieprzyciete","1e-04",64,7,7.45388567916519,2.73018052135114,1.96515712945103,0.963286584444269,9.97522186931188,3.15835746382702,2.24690067572342,0.9407854031014
"wind_gusts_10m_next","Drzewo CV min","przyciete minimum CV","1e-04",64,7,7.45388567916519,2.73018052135114,1.96515712945103,0.963286584444269,9.97522186931188,3.15835746382702,2.24690067572342,0.9407854031014
"wind_gusts_10m_next","Drzewo 1SE","przyciete regula 1SE","0.000111209142077054",62,7,7.49856747213539,2.73835123242717,1.97100706383793,0.963066508459246,10.0035126270017,3.16283300649934,2.24829039326802,0.940617464399434
"wind_gusts_10m_next","Model zerowy","bazowy","nie dotyczy",0,0,203.028935508605,14.2488222498775,11.2556790603371,0,182.51287692064,13.5097326739147,11.0544830362897,-0.0834271735757455
