"grp","var1","var2","vcov","sdcor","target","model"
"miesiac_f","(Intercept)",NA,0.00132754055246184,0.0364354299063678,"wind_gusts_10m_next","LMM RIFS miesiac"
"Residual",NA,NA,6.00865503882468,2.45125580852441,"wind_gusts_10m_next","LMM RIFS miesiac"
