"parametr","(Intercept)","wind_speed_10m_z","wind_speed_100m_z","wind_gusts_10m_z","wind_dir_sin_z","wind_dir_cos_z","temperature_2m_z","relative_humidity_2m_z","dew_point_2m_z","apparent_temperature_z","precipitation_z","cloud_cover_z","pressure_msl_z","shortwave_radiation_z","is_day_z","sin_dzien_z","cos_dzien_z","sin_godzina_z","cos_godzina_z","polrocze_cieple_z"
"(Intercept)",1,-9.42859254877473e-05,1.29478784419201e-05,3.279361813213e-05,8.89448424261798e-05,-1.24545389019515e-05,0.000102720870333434,6.12489435953728e-05,-2.42910070727872e-05,-0.000126282590070307,-4.92627766459811e-05,9.95772078882965e-05,-9.57518298840677e-05,0.000166716137147826,-9.41890441686302e-06,-0.000941939856585132,0.000726743810244552,-4.80491716148584e-05,4.15405232367552e-05,0.000335604367529788
"wind_speed_10m_z",-9.42859254877473e-05,1,-0.684721145099615,-0.456530196606335,-0.19661849976721,-0.148587392486568,-0.254217556535023,0.0123777266391,-0.0989146083605629,0.447925744483831,0.0473943351609266,-0.116968195511899,-0.0422064091358121,-0.289486782104211,-0.0236752525433958,0.295287956025215,0.178452846018605,-0.0221222005097988,0.0312679234069211,0.0204233897826413
"wind_speed_100m_z",1.29478784419201e-05,-0.684721145099615,1,-0.112884884089602,0.10884109360387,0.265504370460517,-0.000718794099128003,0.0691373531097838,-0.0632840510104632,0.0258920035887566,0.003541112183911,0.221023428601689,0.0122858365159323,0.411587692670882,0.11977107901251,-0.362327327224354,-0.194722653491795,-0.0626176393917264,-0.0690191361605635,-0.0131702556289153
"wind_gusts_10m_z",3.279361813213e-05,-0.456530196606335,-0.112884884089602,1,0.105060158408436,-0.11910846079281,-0.00825020140009352,0.0217278219745282,0.0052901343600708,0.00295333292655618,-0.165805917981264,-0.100746564304437,0.11448376385774,-0.228281907022897,-0.0700401209139696,0.0138306743230461,-0.0378178745191274,0.0878799163263106,0.0119776339890205,0.0122461394683154
"wind_dir_sin_z",8.89448424261798e-05,-0.19661849976721,0.10884109360387,0.105060158408436,1,0.0906229087434182,0.156049032710522,0.0641853865680329,-0.0155234387422595,-0.177379542507094,-0.0556886380846175,-0.0225206978150446,-0.0852324970238361,0.0275883933579504,-0.00443729914344266,-0.0616182609362446,-0.0387746108500199,0.0519488068606077,-0.00624599378431121,-0.0287253225330176
"wind_dir_cos_z",-1.24545389019515e-05,-0.148587392486568,0.265504370460517,-0.11910846079281,0.0906229087434182,1,0.0646710227180386,0.0631541087367688,-0.0727447359681805,-0.00234397947641201,-0.0265220494047357,0.0712794378389175,-0.145851321675817,0.0339121036515481,0.0160226670322666,-0.0943084156115473,0.0383098001052092,0.097960158448458,-0.0227802477744472,-0.0272443802334601
"temperature_2m_z",0.000102720870333434,-0.254217556535023,-0.000718794099128003,-0.00825020140009352,0.156049032710522,0.0646710227180386,1,0.727321547083122,-0.621650094938217,-0.584856696552953,0.0011091970057081,-0.0604064132822765,0.0330046968448127,0.0441683529541934,-0.0177346146553343,-0.124642783684487,-0.126657351242643,-0.0146069075604282,-0.0262059545751296,-0.039608558043616
"relative_humidity_2m_z",6.12489435953728e-05,0.0123777266391,0.0691373531097838,0.0217278219745282,0.0641853865680329,0.0631541087367688,0.727321547083122,1,-0.973618177794825,0.106950571120182,-0.0735767464898494,-0.0832472532851339,0.0343589183311759,-0.0576210385738352,0.0375849030685462,-0.16954094088981,-0.166145596586367,-0.0884059518696488,-0.0611826760366141,-0.0195666219905344
"dew_point_2m_z",-2.42910070727872e-05,-0.0989146083605629,-0.0632840510104632,0.0052901343600708,-0.0155234387422595,-0.0727447359681805,-0.621650094938217,-0.973618177794825,1,-0.266341233098608,0.055657866387038,0.0588010117642532,-0.00499777191552534,0.133645238787547,-0.043883605799358,0.142580219002468,0.142017774388106,0.0607046671162052,0.0685229481454221,0.0149776840220787
"apparent_temperature_z",-0.000126282590070307,0.447925744483831,0.0258920035887566,0.00295333292655618,-0.177379542507094,-0.00234397947641201,-0.584856696552954,0.106950571120182,-0.266341233098608,1,-0.0570033252397992,0.0041815092238581,-0.0235739253988113,-0.228910719177233,0.0607932516368542,0.0779803247494014,0.0668015414054106,-0.0253447812037473,-0.0362080484471938,0.032819070620019
