"poziom","X.Intercept.","target","model","grupa"
"171",-3.1237675090042,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"172",-2.96002816861898,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"173",-2.28470207524613,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"174",-2.21854317107891,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"175",-0.114721597990304,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"176",-1.22552801998657,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"177",-1.62832363939131,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"178",-0.0158779846044098,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"179",-1.98027637778929,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"180",-3.49040468197867,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"181",-2.41417773495288,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"182",-0.889522893332959,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"183",-1.63179737660297,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"184",-2.80702583416063,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"185",-3.64135435353922,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"186",-2.80718373130663,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"187",-2.85802661231341,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"188",-1.44784720153182,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"189",-1.5806387013042,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"190",-1.34442457091239,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"191",-0.337040779535524,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"192",-2.36696648830369,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"193",-3.56351106056919,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"194",-2.61502290464431,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
"195",-0.956944974668061,"wind_speed_10m_next","LMM RI dzien_roku bez predyktorow","dzien_roku_f"
