"grp","var1","var2","vcov","sdcor","target","model"
"dzien_roku_f","(Intercept)",NA,0.0108751482135933,0.104283978700438,"wind_gusts_10m_next","LMM RIFS dzien_roku"
"Residual",NA,NA,5.99906131951203,2.44929812793625,"wind_gusts_10m_next","LMM RIFS dzien_roku"
