"grp","var1","var2","vcov","sdcor","target","model"
"dzien_roku_f","(Intercept)",NA,0.00997959095569131,0.0998979026591215,"wind_gusts_10m_next","LMM RIFS miesiac plus dzien_roku"
"miesiac_f","(Intercept)",NA,0.000943439747667964,0.0307154643081944,"wind_gusts_10m_next","LMM RIFS miesiac plus dzien_roku"
"Residual",NA,NA,5.99905207088003,2.44929623991873,"wind_gusts_10m_next","LMM RIFS miesiac plus dzien_roku"
