"grp","var1","var2","vcov","sdcor","target","model"
"miesiac_f","(Intercept)",NA,0.000793456337908901,0.0281683570324735,"wind_speed_10m_next","LMM RSI-i miesiac"
"miesiac_f.1","wind_speed_10m_z",NA,0.0100448937311327,0.100224217288701,"wind_speed_10m_next","LMM RSI-i miesiac"
"Residual",NA,NA,3.17813566836853,1.78273264074244,"wind_speed_10m_next","LMM RSI-i miesiac"
