"grp","var1","var2","vcov","sdcor","target","model"
"sezon_f","(Intercept)",NA,5.58746896934228e-05,0.00747493743742533,"wind_speed_10m_next","LMM RIFS sezon"
"Residual",NA,NA,3.18636177227371,1.78503831115013,"wind_speed_10m_next","LMM RIFS sezon"
