"poziom","X.Intercept.","target","model","grupa"
"169",0.042915536553709,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"170",-0.0338687795924367,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"171",0.0928985546289435,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"172",-0.00909210053152779,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"173",0.0606230667719537,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"174",0.0317867051275605,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"175",0.0557384027254138,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"176",-0.115877200450502,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"177",0.0182772080311247,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"178",-0.0464723287736023,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"179",-0.0176626684825869,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"180",-0.0215875815922147,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"181",0.0888924347570125,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"182",-0.0787056312531839,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"183",0.186901656398737,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"184",0.0181865646206514,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"185",-0.00914197775679899,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"186",-0.0295307986912264,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"187",0.0114605170332107,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"188",0.0211735579499225,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"189",-0.0112620670255417,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"190",-0.0380442756959877,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"191",-0.121524744998665,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"192",-0.0415511957733491,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"193",0.0146053314536045,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"194",0.0905804265903012,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"195",-0.158850136516112,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"196",0.083654424124651,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"197",-0.116710019578589,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"198",0.00142729308754005,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"199",-0.0656150557250592,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"200",-0.0702466033735188,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"201",0.0642037399626322,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"202",-0.179614826701282,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"203",0.0575123576952,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"204",-0.0275994932818594,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"205",-0.0457738271052784,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"206",-0.0101259298411695,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"207",-0.098556606953166,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"208",-0.00102072473542935,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"209",-0.0666482852433749,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"210",0.00121628161353769,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"211",0.117468060713368,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"212",0.0941345196060484,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"213",-0.0922196073884705,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"214",-0.104493825694304,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"215",0.0750572996569658,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"216",-0.0670432579520668,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"217",0.0553917044130358,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"218",-0.0286063813721373,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
"219",-0.129920951443775,"wind_gusts_10m_next","LMM RIFS dzien_roku","dzien_roku_f"
