"rzeczywista_srednia_good_hours","rzeczywista_liczba_zer","rzeczywisty_udzial_zer","srednia_pred_poisson","srednia_pred_ZIP_full","srednia_pred_ZIP_reduced","srednie_p_zero_poisson","srednie_p_zero_ZIP_full","srednie_p_zero_ZIP_reduced","srednie_p_zero_strukturalne_ZIP_reduced"
8.47205279472053,915,0.0914908509149085,8.47205279472061,8.47647435084978,8.47708451379618,0.00187408640790728,0.0912991210132096,0.0914332522832515,0.0908517901123206
