"srednia_good_hours","wariancja_good_hours","wariancja_do_sredniej","dyspersja_deviance","dyspersja_pearson","p_value_testu_pearsona"
8.47205279472053,22.7848438756124,2.68941240425356,2.57549326973708,1.83935363898948,0
