"czesc_modelu","zmienna","estimate","std_error","z_value","p_value","OR"
"zero","(Intercept)",-1.4173478230806,0.596277721446918,-2.3769927537143,0.0174544310129033,0.242355936099119
"zero","mean_wind_10m",-0.0160847127087702,0.0121758065543799,-1.32103878596726,0.186488432009754,0.984043955495297
"zero","max_gusts_10m",-0.0115898798401134,0.00631947855684809,-1.83399306380334,0.0666550237715526,0.988477024098262
"zero","sum_precipitation",0.0174372780826424,0.0111539982190968,1.56332085949126,0.117977144331319,1.01759019494099
"zero","day_hours",-0.0197051893370423,0.0478207246372949,-0.412063796324709,0.680292663653084,0.980487688927813
"zero","cos_dzien",0.637191285374911,0.235287604561527,2.70813792576263,0.00676618965170037,1.89116167927738
