"liczba_dni","min","q1","mediana","srednia","q3","max","wariancja","stosunek_wariancji_do_sredniej","liczba_zer","udzial_zer"
10001,0,5,9,8.47205279472053,12,17,22.7848438756124,2.68941240425356,915,0.0914908509149085
