"czesc_modelu","zmienna","estimate","std_error","z_value","p_value","IRR"
"count","(Intercept)",0.36440351093247,0.0947680659233902,3.84521418034479,0.00012044718645711,1.43965501350766
"count","mean_wind_10m",0.0426823072316431,0.00120418441572715,35.444992207335,3.46459787248673e-275,1.04360629600687
"count","max_gusts_10m",-0.0139649121880394,0.000620238826024792,-22.5153789187025,2.93419628197452e-112,0.986132144875096
"count","mean_pressure",0.000616404262712119,NA,NA,NA,1.00061659427886
"count","sum_precipitation",-0.00542018821599422,0.00107873081154254,-5.02459757151424,5.04489267270382e-07,0.994594474500631
"count","mean_cloud_cover",0.000197626179020882,0.00014199906739753,1.39174279551867,0.164000298042328,1.00019764570836
"count","day_hours",0.0825628583374378,0.00840477070252729,9.82333263566743,8.93401650391846e-23,1.08606693965566
"count","sin_dzien",-0.0148573058050663,0.00832297867593159,-1.78509478199562,0.0742459442148705,0.985252519387925
"count","cos_dzien",0.0115435416139053,0.0402333970330905,0.286914416011433,0.774177851976473,1.01161042540124
